date,USD,GBP,JPY,CHF
1999-01-05,8.48248367122384e-05,0.0015468991702995982,-0.02071337770133841,-0.00278327560613556
1999-01-06,-0.003986429177268991,-0.006458859870822842,0.0035125229077579423,-0.00043416237672899705
1999-01-07,-0.009452439751341135,-0.0024731486715658946,-0.015142291888601278,0.003040456689004767
1999-01-08,0.002321182943603839,0.005029397180704276,0.005099281464884475,-0.0016702752861120773
1999-01-11,-0.007719358435543278,-0.007048209754722312,-0.028903067107387215,-0.0021068286032964734
1999-01-12,-0.004235456824271844,0.0031232254400908044,0.026122061268107233,-0.001987083954297142
1999-01-13,0.019444444444444597,0.0025474101330313914,0.01743423590218307,-0.008773021403683412
1999-01-14,-0.00774863760217992,-0.0031055900621117516,0.006444764576541306,0.00018831209591363418
1999-01-15,-0.0023169999141851028,-0.0032568677428491677,-0.007533524182612661,0.0031379440190788532
1999-01-18,-0.0012041974883881812,-0.003693706492399418,0.008805222407772817,0.0012512512512512508
1999-01-19,0.00034447123665160007,-0.0018537002709255734,-0.005718585402558429,-0.00018745313671575392
1999-01-20,-0.0035296143250688194,0.0020000000000000018,-0.0041622521568032145,0.0014374101618648272
1999-01-21,-0.00025917926565877103,0.0012831479897348341,-0.009499202067026369,0.000374438342486183
1999-01-22,-0.00043207742827511275,-0.002563007261853989,0.011815252416756072,-0.0029320024953212176
1999-01-25,0.0014696982795885383,-0.002284082798001519,0.0015923566878981443,-0.0010636301069887333
1999-01-26,-0.00017265193370186172,-0.0018600658177134743,-0.002119766825649183,0.003507453338343902
1999-01-27,-0.004576066309790905,-0.0011467889908257645,0.000758667779379385,0.0037448508301085592
1999-01-28,-0.010321797207043182,-0.00574052812858783,0.0025775149723297197,0.0029225220743687164
1999-01-29,-0.00227870289219978,-0.002598152424942324,-0.0011342155009451682,-0.000372000744001455
1999-02-01,-0.004040758959943935,-0.0008683068017365514,-0.009235427706283161,-0.0021087886869689543
1999-02-02,-8.819897689182898e-05,-0.002317497103128674,-0.024297066014669855,-0.00540742121946669
1999-02-03,0.0,0.005371660859465832,-0.006577916992952293,-0.0016872890888639525
